title,author,description,price,quantity,availability,isbn
Heat and Mass Transfer: A Practical Approach 3rd - SOLUTIONS MANUAL,Yunus Cengel,Detailed description of this engineering book is currently unavailable.,526,6,false,978-7760069383
Fundamentals of Heat and Mass Transfer [Solutions],Theodore L. Bergman,Wiley,840,9,true,978-4818205195
"Fluid Mechanics, Heat Transfer, and Mass Transfer: Chemical Engineering Practice",K. S. Raju,Wiley-AIChE,370,9,true,978-5034370923
"Fundamentals of Momentum, Heat and Mass Transfer",James R. Welty,John Wiley & Sons,694,5,true,978-6457159115
"Heat and Mass Transfer: A Textbook for the Students Preparing for B.E., B.Tech., B.Sc. Engg, AMIE, UPSC (Engg. Services) and GATE Examinations",Rajput,S. Chand,146,9,true,978-2025198168
Fundamentals of Heat and Mass Transfer,Frank P. Incropera,Wiley,704,6,true,978-7320715324
Heat and mass-transfer,Hans Dieter Baehr,Springer,200,9,true,978-4321084174
"Coulson and Richardson’s chemical engineering, Volume 1B: Heat and mass transfer : fundamentals and applications",Chhabra,Butterworth-Heinemann,353,4,true,978-6565932866
Fundamentals of heat and mass transfer,Kothandaraman C.,New Age International,274,1,true,978-4177151903
"Fundamentals of Heat and Mass Transfer, 5th Edition - SOLUTION",Frank P. Incropera,John Wiley & Sons,800,3,true,978-9458824979
Fundamentals of the Finite Element Method for Heat and Mass Transfer,Perumal Nithiarasu,Wiley,314,5,false,978-0593059303
"Fundamentals of Momentum, Heat and Mass Transfer - Solution Manual",James Welty,Wiley,562,10,false,978-7791934624
Engineering heat and mass transfer,Rathore,University Science Press,668,8,true,978-0642586069
"Fluid Flow, Heat and Mass Transfer at Bodies of Different Shapes: Numerical Solutions",Kuppalapalle Vajravelu,Academic Press,873,10,false,978-2104137926
Convective Heat and Mass Transfer,Seyed Mostafa Ghiaasiaan,Taylor & Francis CRC Press,436,7,true,978-8763228378
"Particles, bubbles & drops: their motion, heat and mass transfer",E. E. Michaelides,World Scientific Publishing Company,623,7,false,978-1219856491
MATLAB Codes for Finite Element Analysis - Solids and Structures,Ferreira,Springer,878,10,true,978-5191160562
Introduction to Finite Element Analysis Using MATLAB® and Abaqus,Amar Khennane,Boca Raton : Taylor & Francis,425,7,false,978-6026757821
The finite element method in engineering,Rao,Elsevier,797,2,false,978-4182901924
Finite Element Analysis Method Guide through ANSYS Wb,Stefanos Syllignakis,Detailed description of this engineering book is currently unavailable.,564,5,true,978-4239549884
ANSYS Mechanical APDL for Finite Element Analysis,Mary Kathryn Thompson,Butterworth-Heinemann,341,3,true,978-7468231509
Fundamentals of Finite Element Analysis: Linear Finite Element Analysis,Ioannis Koutromanos,Wiley,899,9,false,978-2795054255
Introduction to finite element analysis for engineers,Fayed,CRC Press,774,8,true,978-2381769616
Finite element analysis of composite materials using Abaqus,Barbero,Detailed description of this engineering book is currently unavailable.,776,10,false,978-3757887196
Finite Element Analysis with ANSYS Workbench,Pramote Dechaumphai,Alpha Science,436,4,true,978-8516990612
Finite element analysis with error estimators: an introduction to the FEM and adaptive error analysis for engineering students,J. E. Akin,Elsevier/Butterworth-Heinemann,757,3,false,978-3809025699
Finite Element Analysis of Composite Materials Using ANSYS®,Barbero,CRC Press,405,8,false,978-9349414320
Fundamental Finite Element Analysis and Applications: with Mathematica and MATLAB Computations,M. Asghar Bhatti,Detailed description of this engineering book is currently unavailable.,624,2,false,978-9114485248
Introduction to Finite Element Analysis and Design,Nam H. Kim,John Wiley & Sons,386,10,false,978-2740368342
Finite Element Analysis for Design Engineers Second Edition,Paul M. Kurowski,SAE International,452,5,false,978-2545673419
Fundamentals of Finite Element Analysis,David V. Hutton,McGraw-Hill Science/Engineering/Math,726,1,false,978-4421643921
An Introduction to Nonlinear Finite Element Analysis,Junuthula Narasimha Reddy,Oxford University Press,569,3,false,978-4592357808
Troubleshooting Finite-Element Modeling with Abaqus: With Application in Structural Engineering Analysis,Raphael Jean Boulbes,Springer International Publishing,882,3,false,978-8374705262
The Finite Element Method: Linear Static and Dynamic Finite Element Analysis,Thomas J. R. Hughes,Dover Publications,336,8,false,978-7284057949
Concepts and Applications of Finite Element Analysis,Robert D. Cook,Detailed description of this engineering book is currently unavailable.,244,9,false,978-0111420011
Finite Element Analysis and Design of Metal Structures,Ehab Ellobody,Butterworth-Heinemann,244,5,true,978-6979343785
"Five hundred and seven mechanical movements, embracing all those which are most important in dynamics, hydraulics, hydrostatics, pneumatics, steam engines, mill and other gearing, presses, horology, and miscellaneous machinery, and including many movement",Henry T Brown,Astragal Press ,809,10,true,978-9951629143
"Hydraulics and Pneumatics, Third Edition: A technician's and engineer's guide",Andrew Parr,Butterworth-Heinemann,228,2,false,978-8720449698
"Hydraulics and Pneumatics: A Technician's and Engineer's Guide, Second Edition",Andrew Parr,Detailed description of this engineering book is currently unavailable.,930,5,false,978-8958569441
Hydraulics and Pneumatics - A Technician’s and Engineer’s Guide,Parr,Elsevier,953,10,false,978-0874806392
Engineering Applications of Pneumatics and Hydraulics,Ian C. Turner (Author),Routledge,609,2,false,978-5728363998
"Pneumatic and Hydraulic Components and Instruments in Automatic Control. Proceedings of the IFAC Symposium, Warsaw, Poland, 20–23 May 1980",International Federation of Automatic Control,"Elsevier Ltd, Published for the International Federation of Automatic Control by Pergamon",638,9,false,978-7949481861
Pneumatic and Hydraulic Control Systems. Seminar on Pneumohydraulic Automation (First Session),M. A. Aizerman (Eds.),Pergamon,372,3,false,978-4185171189
Pneumatic and Hydraulic Control Systems. Seminar on Pneumohydraulic Automation,M. A. Aizerman (Eds.),Elsevier,740,6,true,978-9223244551
Advances in Hydraulic and Pneumatic Drives and Control 2020,Michael Moser,Springer Nature,194,2,true,978-7079402102
Hydraulics and Pneumatics. A technician's and engineer's guide,Andrew Parr (Auth.),Butterworth-Heinemann Ltd,212,5,true,978-8071075399
Hydraulics and Pneumatics,A. Parr,Elsevier,470,5,true,978-3457741582
Hydraulics and Pneumatics - A Technician's and Engineer's Guide,Parr,Elsevier,372,5,true,978-8378536369
Hydraulics and Pneumatics. A Technicians and Engineers Guide,Parr A.,Detailed description of this engineering book is currently unavailable.,248,4,false,978-7322080250
Hydraulics and pneumatics,Коллектив авторов,Сибирский федеральный университет,609,6,true,978-4904395480
Thermal Power Plant Control and Instrumentation: The control of boilers and HRSGs,David Lindsley,The Institution of Engineering and Technology,253,7,true,978-7099382332
Power Plant Engineering.,Nag,Tata McGraw-Hill,662,7,true,978-9261315264
Power Plant Engineering,A.K. Raja,"New Age International (P) Ltd., Publishers",182,9,true,978-6971818058
Power Plant Engineering,Larry Drbal,Springer,847,9,false,978-7334479142
Handbook for cogeneration and combined cycle power plants,Boyce,"ASME Press, The American Society of Mechanical Engineers",981,6,true,978-2369868723
Power Plant Control and Instrumentation: the control of boilers and HRSG systems,David Lindsley,The Institution of Engineering and Technology,430,9,true,978-9480933215
Power Plant Engineering,R. K. Hegde,Pearson Education,265,4,false,978-4145326337
Practical power plant engineering : a guide for early career engineers,Bedalov,Wiley,456,5,false,978-2932352293
Power Plant Engineering,G.R.Nagpal,Detailed description of this engineering book is currently unavailable.,122,10,true,978-2067365285
Diesel Engines for ship propulsion and power plants from 0 to 100000 kW,Kuiken K.,Detailed description of this engineering book is currently unavailable.,964,8,false,978-0998799507
"Analysis of Engineering Cycles. Power, Refrigerating and Gas Liquefaction Plant",R. W. Haywood (Auth.),Pergamon Press,550,1,false,978-8457487977
Handbook for Cogeneration and Combined Cycle Power Plants  ,Meherwan P. Boyce,American Society of Mechanical Engineers,681,10,false,978-7012597579
Materials for High Temperature Power Generation and Process Plant Applications,Andrew Strang,IOM Communications,962,4,true,978-8503690283
Thermal power plant cooling : context and engineering,King,ASME Press,226,3,true,978-8845001400
Thermal Power Plant Simulation and Control (IEE Power and Energy Series),Damian Flynn,The Institution of Engineering and Technology,899,7,true,978-7883117885
Power-plant control and instrumentation: the control of boilers and HRSG systems,David Lindsley,The Institution of Engineering and Technology,362,9,false,978-4069576146
Power Plant Engineering,S.Suyambazhahan,Laxmi Publicaitons,700,3,true,978-9715887129
Thermal power plant simulation and control,Damian Flynn,Institution of Electrical Engineers ,338,3,false,978-6214277733
Power Plant Engineering,P K NAG,MC GRAW HILL INDIA,168,9,false,978-6691616792
A TEXTBOOK OF POWER PLANT ENGINEERING,R. K. Rajput,Detailed description of this engineering book is currently unavailable.,118,10,false,978-0533664164
"Mechatronics: Electronic Control Systems in Mechanical and Electrical Engineering, 6th Edition",William Bolton,Pearson,319,7,false,978-4856294578
Control and Mechatronics (The Industrial Electronics Handbook),Bodgan Wilamowski,CRC Press,380,4,true,978-9657103140
Mechatronics for the Evil Genius,Newton Braga,McGraw-Hill/TAB Electronics,366,10,true,978-5612140285
Mechatronics : A Foundation Course,Clarence W. de Silva,CRC Press,660,1,false,978-1910980714
Mechatronics System Design (2nd Edition)  ,Devdas Shetty,Cengage Learning,710,3,true,978-2497785651
Understanding Electro-Mechanical Engineering: An Introduction to Mechatronics (IEEE Press Understanding Science & Technology Series),Lawrence J. Kamm,IEEE Press,455,3,false,978-1691464095
Sensors and Actuators in Mechatronics Design and Applications,Andrzej M. Pawlak,CRC Press,910,6,false,978-3835293041
"System Dynamics: Modeling, Simulation, and Control of Mechatronic Systems",Dean C. Karnopp,Detailed description of this engineering book is currently unavailable.,930,7,true,978-4467622696
Sensors for Mechatronics,P.P.L. Regtien (Auth.),Elsevier,896,6,false,978-9235239684
Fundamentals of Mechatronics,Musa Jouaneh,Cengage Learning,433,1,true,978-8311833237
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,McGraw-Hill Science/Engineering/Math,842,7,false,978-4767068662
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,McGraw-Hill Education,856,6,false,978-7192329898
Robotics and Mechatronics for Agriculture,Dan Zhang,CRC Press,478,8,true,978-7168058420
"Electric and Hybrid Vehicles: Technologies, Modeling and Control - A Mechatronic Approach",Amir Khajepour,Wiley,960,6,false,978-7857249126
Mechatronics and Control of Electromechanical Systems,Sergey Edward Lyshevski,CRC Press,169,8,true,978-8147385401
"Mechatronic Systems: Devices, Design, Control, Operation and Monitoring",Clarence W. de Silva,CRC Press,513,8,false,978-3481851847
Mechatronics with Experiments,Sabri Cetinkunt,Wiley,202,3,false,978-9947564075
"Mechatronic System Control, Logic, and Data Acquisition (The Mechatronics Handbook, Second Edition)  ",Robert H. Bishop,Taylor & Francis,781,2,false,978-8682013173
"Sensors for Mechatronics, 2nd Edition",Paul P.L. Regtien,Detailed description of this engineering book is currently unavailable.,450,1,true,978-6504584186
Mechatronic Systems and Process Automation: Model-Driven Approach and Practical Design Guidelines,Patrick O.J. Kaltjob,CRC Press,102,10,false,978-8779386948
"Mechatronics: Electronic Control Systems in Mechanical and Electrical Engineering, 6th Edition",William Bolton,Pearson,594,5,false,978-5424445726
Control and Mechatronics (The Industrial Electronics Handbook),Bodgan Wilamowski,CRC Press,345,7,true,978-3497469922
Mechatronics for the Evil Genius,Newton Braga,McGraw-Hill/TAB Electronics,920,10,false,978-4450395720
Mechatronics : A Foundation Course,Clarence W. de Silva,CRC Press,473,4,true,978-6046987532
Mechatronics System Design (2nd Edition)  ,Devdas Shetty,Cengage Learning,739,5,true,978-6677061759
Understanding Electro-Mechanical Engineering: An Introduction to Mechatronics (IEEE Press Understanding Science & Technology Series),Lawrence J. Kamm,IEEE Press,558,2,false,978-2215671544
Sensors and Actuators in Mechatronics Design and Applications,Andrzej M. Pawlak,CRC Press,463,7,false,978-9332506676
"System Dynamics: Modeling, Simulation, and Control of Mechatronic Systems",Dean C. Karnopp,Detailed description of this engineering book is currently unavailable.,497,2,true,978-2637699941
Sensors for Mechatronics,P.P.L. Regtien (Auth.),Elsevier,504,5,true,978-9068784652
Fundamentals of Mechatronics,Musa Jouaneh,Cengage Learning,422,9,true,978-4559364512
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,McGraw-Hill Science/Engineering/Math,854,3,false,978-4547456981
Introduction to Mechatronics and Measurement Systems,David G. Alciatore,McGraw-Hill Education,597,7,true,978-9196327410
Robotics and Mechatronics for Agriculture,Dan Zhang,CRC Press,685,1,true,978-6688763455
"Electric and Hybrid Vehicles: Technologies, Modeling and Control - A Mechatronic Approach",Amir Khajepour,Wiley,466,8,true,978-7727332424
